7318.92 & [O~{\sc ii}]    
7319.45 & [O~{\sc ii}]b
7319.99 & [O~{\sc ii}]    
7329.67 & [O~{\sc ii}]    
7330.20 & [O~{\sc ii}]b
7330.73 & [O~{\sc ii}]    
7331.40 & [Ar~{\sc iv}]   
7449.07 & O~{\sc iii}     
7451.43 & [Ar~{\sc iii}]  
7452.50 & [Fe~{\sc ii}]   
7455.36 & O~{\sc iii}     
7455.41 & O~{\sc iii}     
7499.84 & He~{\sc i}      
7530.83 & [Cl~{\sc iv}]   
7592.75 & He~{\sc ii}     
7618.46 & N~{\sc v}       
7751.06 & [Ar~{\sc iii}]  
7751.12 & [Ar~{\sc iii}]  
7751.43 & [Ar~{\sc iii}]  
7816.16 & He~{\sc i}      
8001.86 & Ar~{\sc i}      
8014.00 & N~{\sc iii}     
8018.08 & Fe~{\sc ii}     
8022.65 & [Fe~{\sc ii}]   
8033.54 & [Ni~{\sc ii}]   
8045.63 & [Cl~{\sc iv}]   
8058.95 & Fe~{\sc ii}     
8068.40 & C~{\sc iii}     
8076.62 & [V~{\sc ii}]    
8083.88 & Fe~{\sc ii}     
8096.26 & Ti~{\sc iii}    
8100.00 & Paschen cont.
8101.31 & Fe~{\sc iii}    
8101.56 & Ti~{\sc iii}    
8111.00 & N~{\sc ii}      
8116.60 & He~{\sc i}      
8123.42 & Al~{\sc ii}     
8133.90 & Si~{\sc i}      
8141.18 & Fe~{\sc iii}    
8159.95 & Fe~{\sc ii}]    
8168.91 & He~{\sc i}      
8174.86 & Na~{\sc i}      
8176.22 & Na~{\sc i}      
8185.51 & Ne~{\sc i}      
8186.56 & Na~{\sc i}      
8196.61 & Fe~{\sc i}      
8204.42 & Fe~{\sc ii}     
8215.90 & N~{\sc ii}      
8222.04 & [Fe~{\sc ii}]   
8225.10 & N~{\sc ii}      
8236.79 & He~{\sc ii}     
8237.15 & He~{\sc i}      
8243.69 & H~{\sc i}       
8249.97 & H~{\sc i}       
8255.02 & H~{\sc i}       
8260.93 & H~{\sc i}       
8264.28 & H~{\sc i}       
8265.71 & He~{\sc i}      
8267.94 & H~{\sc i}       
8271.93 & H~{\sc i}       
8276.31 & H~{\sc i}       
8281.12 & H~{\sc i}       
8286.43 & H~{\sc i}       
8292.31 & H~{\sc i}       
8298.83 & H~{\sc i}       
8306.11 & H~{\sc i}       
8314.26 & H~{\sc i}       
8323.42 & H~{\sc i}       
8333.78 & H~{\sc i}       
8345.47 & H~{\sc i}       
8359.00 & H~{\sc i}       
8374.48 & H~{\sc i}       
8392.40 & H~{\sc i}       
8400.00 & Brackett cont.
8413.32 & H~{\sc i}       
8421.99 & He~{\sc i}      
8437.95 & H~{\sc i}       
8444.69 & He~{\sc i}      
8451.20 & He~{\sc i}      
8467.25 & H~{\sc i}       
8480.85 & [Cl~{\sc iii}]  
8486.31 & He~{\sc i}      
8502.48 & H~{\sc i}       
8519.35 & He~{\sc ii}     
8528.99 & He~{\sc i}      
8545.38 & H~{\sc i}       
8561.99 & [V~{\sc ii}]    
8566.92 & He~{\sc ii}     
8578.69 & [Cl~{\sc ii}]   
8581.87 & He~{\sc i}      
8598.39 & H~{\sc i}       
8608.31 & He~{\sc i}      
8616.95 & [Fe~{\sc ii}]   
8626.19 & He~{\sc ii}     
8632.97 & He~{\sc i}      
8648.25 & He~{\sc i}      
8665.02 & H~{\sc i}       
8676.35 & Ne~{\sc ii}     
8680.28 & N~{\sc i}       
8680.53 & Ca~{\sc iii}    
8686.15 & N~{\sc i}       
8691.28 & Fe~{\sc iii}    
8701.83 & N~{\sc ii}      
8703.87 & [Ni~{\sc ii}]   
8710.54 & N~{\sc ii}      
8727.12 & [C~{\sc i}]     
8728.90 & [Fe~{\sc iii}]  
8733.43 & He~{\sc i}      
8739.97 & He~{\sc i}      
8750.47 & H~{\sc i}       
8776.97 & He~{\sc i}      
8788.83 & O~{\sc ii}      
8793.80 & C~{\sc ii}      
8795.17 & [Cr~{\sc ii}]   
8799.00 & He~{\sc ii}     
8799.90 & C~{\sc ii}      
8809.83 & Fe~{\sc ii}     
8816.64 & He~{\sc i}      
8822.18 & O~{\sc ii}      
8822.73 & N~{\sc ii}      
8845.37 & He~{\sc i}      
8862.78 & H~{\sc i}       
8899.31 & C~{\sc i}       
8914.77 & He~{\sc i}      
8929.11 & He~{\sc ii}     
8957.25 & Si~{\sc iv}     
8970.83 & Ne~{\sc ii}     
8970.93 & Fe~{\sc ii}]    
8980.69 & Ni~{\sc ii}     
8984.40 & O~{\sc ii}      
8997.02 & He~{\sc i}      
9011.22 & He~{\sc ii}     
9014.91 & H~{\sc i}       
9021.02 & O~{\sc ii}      
9026.05 & O~{\sc ii}      
9031.20 & Fe~{\sc ii}]    
9039.10 & C~{\sc ii}      
9050.26 & O~{\sc ii}      
9068.60 & [S~{\sc iii}]   
9084.60 & Ne~{\sc ii}     
9095.46 & C~{\sc i}       
9095.94 & Ne~{\sc ii}     
9104.95 & O~{\sc ii}      
