# lambda flux
# nm F$_{\lambda}$[W$m^{-2}\,nm^{-1}$]
493.595449527581 1.3534054528704721e-18
493.6963950066638 1.3394162831322841e-18
493.79734048574664 1.3733585450135453e-18
493.8982859648294 1.3996291102964068e-18
493.9992314439122 1.453209841692011e-18
494.100176922995 1.4400039052986107e-18
494.2011224020778 1.4599926178067546e-18
494.3020678811606 1.4694050854958905e-18
494.40301336024334 1.4932994552443352e-18
494.5039588393262 1.505067112268991e-18
494.60490431840896 1.512323223195203e-18
494.70584979749174 1.58374039354502e-18
494.8067952765745 1.5658232115890244e-18
494.9077407556573 1.5372277555427188e-18
495.00868623474014 1.5626003107328306e-18
495.1096317138229 1.5500587705920973e-18
495.2105771929057 1.547981647184416e-18
495.3115226719885 1.497692320125086e-18
495.41246815107127 1.464587761505175e-18
495.51341363015405 1.53216347059511e-18
495.61435910923683 1.511425131341628e-18
495.71530458831967 1.515411832319711e-18
495.81625006740245 1.5711760073940267e-18
495.91719554648523 1.5413253820894378e-18
496.018141025568 1.5378941203486424e-18
496.1190865046508 1.5518204589015778e-18
496.2200319837336 1.5494778680212938e-18
496.32097746281636 1.5729706986970996e-18
496.4219229418992 1.5444794453765243e-18
496.522868420982 1.5639939416474608e-18
496.62381390006476 1.5618886160140692e-18
496.72475937914754 1.547176223041384e-18
496.8257048582303 1.5554967580389762e-18
496.92665033731316 1.5051546822519243e-18
497.0275958163959 1.542590594141254e-18
497.1285412954787 1.5903135964576472e-18
497.2294867745615 1.5646233463132362e-18
497.3304322536443 1.501725918727354e-18
497.43137773272707 1.4972067969272791e-18
497.53232321180985 1.53213454509277e-18
497.6332686908927 1.5606745821401104e-18
497.7342141699754 1.555026271875094e-18
497.83515964905826 1.518885626504364e-18
497.93610512814104 1.515875705304042e-18
498.0370506072238 1.5532407403204014e-18
498.1379960863066 1.584979956196352e-18
498.2389415653894 1.5006616418685641e-18
498.3398870444722 1.4464244634956708e-18
498.440832523555 1.5278561948988384e-18
498.5417780026378 1.5271680895742145e-18
498.64272348172057 1.4793797885298489e-18
498.74366896080335 1.5037661951939094e-18
498.84461443988613 1.510460293119291e-18
498.9455599189689 1.5152579674778524e-18
499.04650539805175 1.510355828997741e-18
499.14745087713453 1.4950283434073354e-18
499.2483963562173 1.5404024395224036e-18
499.3493418353001 1.5395224329138374e-18
499.4502873143829 1.5150371636681489e-18
499.55123279346566 1.518046803620275e-18
499.65217827254844 1.5612269052245438e-18
499.7531237516313 1.554911169865725e-18
499.85406923071406 1.5375744958174594e-18
499.95501470979684 1.5408491065243045e-18
500.0559601888796 1.552983942779301e-18
500.1569056679624 1.555936192051617e-18
500.25785114704524 1.5219708217800965e-18
500.35879662612797 1.541492616725522e-18
500.4597421052108 1.5390501139717098e-18
500.5606875842936 1.5124592474214245e-18
500.66163306337637 1.5448104077515165e-18
500.76257854245915 1.5627755645283187e-18
500.86352402154193 1.5497700131307888e-18
500.9644695006248 1.5593275179351802e-18
501.06541497970755 1.5263842521078279e-18
501.16636045879034 1.5469063588171785e-18
501.2673059378731 1.5600056642402611e-18
501.3682514169559 1.5652119754946787e-18
501.4691968960387 1.5840949061916718e-18
501.57014237512146 1.5780848690060164e-18
501.6710878542043 1.590872659890774e-18
501.7720333332871 1.554505066948481e-18
501.87297881236987 1.5310822167453735e-18
501.97392429145265 1.6128098908785226e-18
502.07486977053543 1.834149048800301e-18
502.1758152496182 2.7038323716067164e-18
502.276760728701 3.910505466793919e-18
502.37770620778383 4.8597612065699864e-18
502.4786516868666 5.921839667954312e-18
502.5795971659494 6.86418817877365e-18
502.6805426450322 7.303671634700155e-18
502.78148812411496 6.7460276819484765e-18
502.8824336031978 5.620689252025094e-18
502.9833790822805 4.517749586592047e-18
503.08432456136336 3.676208466156254e-18
503.18527004044614 2.755408878548551e-18
503.2862155195289 1.895423274300813e-18
503.3871609986117 1.5586681302902894e-18
503.4881064776945 1.5653313843823008e-18
503.5890519567773 1.5427724048310149e-18
503.68999743586005 1.5269443740318736e-18
503.7909429149429 1.5274842243080383e-18
503.89188839402567 1.5381417742358768e-18
503.99283387310845 1.5190872814846578e-18
504.09377935219123 1.5454649992663585e-18
504.194724831274 1.4884031118645256e-18
504.29567031035685 1.462525236565633e-18
504.39661578943964 1.5276814426254532e-18
504.4975612685224 1.5243436527888695e-18
504.5985067476052 1.5382367355894258e-18
504.699452226688 1.4991164292933565e-18
504.80039770577076 1.5044526572247224e-18
504.90134318485354 1.5682708489076428e-18
505.0022886639364 1.6001889385462105e-18
505.10323414301917 1.5857073929033186e-18
505.20417962210195 1.5419981421520477e-18
505.30512510118473 1.5431987823417215e-18
505.4060705802675 1.551188197988813e-18
505.5070160593503 1.5564083842680342e-18
505.6079615384331 1.5553191042046476e-18
505.7089070175159 1.543043591006845e-18
505.8098524965987 1.57799534197911e-18
505.9107979756815 1.5664593187971238e-18
506.01174345476426 1.5457369480231608e-18
506.11268893384704 1.4856342057861426e-18
506.2136344129299 1.4866196994869354e-18
506.3145798920126 1.5169582383469472e-18
506.41552537109544 1.5200553574959715e-18
506.5164708501782 1.526437760056022e-18
506.617416329261 1.5073799478950492e-18
506.7183618083438 1.4785970009238876e-18
506.81930728742657 1.503316550608299e-18
506.9202527665094 2.1367160834529082e-18
507.0211982455922 4.6077387879528305e-18
507.12214372467497 7.87313386728214e-18
507.22308920375775 1.06981733898748e-17
507.32403468284053 1.3723266831208126e-17
507.4249801619233 1.6784363317523302e-17
507.5259256410061 1.7738643368395668e-17
507.62687112008894 1.6763202643967907e-17
507.7278165991717 1.407532688611404e-17
507.8287620782545 1.091819910481279e-17
507.9297075573373 8.245510173779455e-18
508.03065303642006 5.556092933349426e-18
508.13159851550284 2.9139860505788e-18
508.2325439945856 1.6447646890067138e-18
508.33348947366846 1.561418778054686e-18
508.43443495275125 1.6204930955606702e-18
508.535380431834 1.5476021207914345e-18
508.6363259109168 1.509471741506623e-18
508.7372713899996 1.5189474103174328e-18
508.83821686908243 1.5044407923534806e-18
508.93916234816515 1.4786716089580494e-18
509.040107827248 1.4574090090457448e-18
509.1410533063308 1.495377641962618e-18
509.24199878541356 1.4457360500373795e-18
509.34294426449634 1.4914770165908432e-18
509.4438897435791 1.4497701368256216e-18
509.54483522266196 1.4344587321507352e-18
509.6457807017447 1.5212677765221181e-18
509.7467261808275 1.5471020321585203e-18
509.8476716599103 1.5050457219710414e-18
509.9486171389931 1.489344069256788e-18
510.04956261807587 1.5355570604363755e-18
510.15050809715865 1.5452176883120402e-18
510.2514535762415 1.5523175099844063e-18
510.35239905532427 1.5209334777998388e-18
510.45334453440705 1.498521557018567e-18
510.55429001348983 1.5101067669840456e-18
510.6552354925726 1.5055129464143587e-18
510.7561809716554 1.4762180861655726e-18
510.8571264507382 1.5059900638214495e-18
510.958071929821 1.524625958398358e-18
511.0590174089038 1.4755044883615894e-18
511.1599628879866 1.4624605771767182e-18
511.26090836706936 1.4745102856854594e-18
511.36185384615214 1.5068850760192343e-18
511.4627993252349 1.5016578697473213e-18
511.5637448043177 1.4887476758430316e-18
511.66469028340055 1.4969355042752187e-18
511.7656357624833 1.4829620359061323e-18
511.8665812415661 1.5095902661254696e-18
511.9675267206489 1.468154305710153e-18
512.0684721997317 1.4700574682992318e-18
512.1694176788145 1.5209769978440186e-18
512.2703631578972 1.553588241549379e-18
512.3713086369801 1.527811275376675e-18
512.4722541160629 1.4659108647659934e-18
512.5731995951456 1.484152130080614e-18
512.6741450742285 1.5138294256998524e-18
512.7750905533112 1.475482252506736e-18
512.876036032394 1.4689002407535578e-18
512.9769815114768 1.4985830635376983e-18
513.0779269905596 1.5174405571784376e-18
513.1788724696423 1.5113651986194165e-18
513.2798179487252 1.490602001751529e-18
513.380763427808 1.4387791253915858e-18
513.4817089068907 1.4953030421756669e-18
513.5826543859736 1.5456087450571257e-18
513.6835998650563 1.4698737554155377e-18
513.7845453441391 1.4615094101965218e-18
513.885490823222 1.4387826241873102e-18
513.9864363023047 1.495518822049651e-18
514.0873817813875 1.4773778691879228e-18
514.1883272604703 1.4842523885157392e-18
514.2892727395531 1.5502290837014342e-18
514.3902182186358 1.5384281125178726e-18
514.4911636977187 1.5053255427716926e-18
514.5921091768014 1.4815338863134762e-18
514.6930546558842 1.477226609284052e-18
514.7940001349671 1.4417845646877806e-18
514.8949456140498 1.4545911201752669e-18
514.9958910931326 1.497661822572906e-18
515.0968365722154 1.4679591843049774e-18
515.1977820512982 1.445791789020126e-18
515.298727530381 1.461587396153417e-18
515.3996730094638 1.4362148761980619e-18
515.5006184885466 1.431987030399694e-18
515.6015639676293 1.4608181800195468e-18
515.7025094467122 1.4869253071871068e-18
515.803454925795 1.4843085626804583e-18
515.9044004048777 1.4335093848986258e-18
516.0053458839606 1.407283695212936e-18
516.1062913630433 1.4637752161755902e-18
516.2072368421261 1.4758665173626864e-18
516.3081823212088 1.4338668019483143e-18
516.4091278002917 1.454074967089205e-18
516.5100732793744 1.4394866529934978e-18
516.6110187584572 1.428414483921164e-18
516.7119642375401 1.50798250862663e-18
516.8129097166228 1.519134006397864e-18
516.9138551957057 1.4686353402654323e-18
517.0148006747884 1.4364145188338596e-18
517.1157461538712 1.5013781878548589e-18
517.216691632954 1.507291411666596e-18
517.3176371120368 1.4273523493748293e-18
517.4185825911196 1.4571976883650716e-18
517.5195280702023 1.42565186199814e-18
517.6204735492852 1.4268011985553476e-18
517.7214190283679 1.426069269530305e-18
517.8223645074507 1.4407561557625785e-18
517.9233099865336 1.4805439088770891e-18
518.0242554656163 1.4338803800648334e-18
518.1252009446991 1.4482882073142738e-18
518.2261464237819 1.4759392661407952e-18
518.3270919028647 1.4790902632291133e-18
518.4280373819474 1.4334395203478439e-18
518.5289828610303 1.4279839291624477e-18
518.6299283401131 1.4874997694896417e-18
518.7308738191958 1.4587054581119066e-18
518.8318192982787 1.4727223810039748e-18
518.9327647773614 1.480902855274033e-18
519.0337102564442 1.4761064386400329e-18
519.1346557355271 1.4508000195880802e-18
519.2356012146098 1.4380125196267095e-18
519.3365466936926 1.4614403608186844e-18
519.4374921727754 1.4328549209603895e-18
519.5384376518582 1.4138722823589256e-18
519.6393831309409 1.4174671713274544e-18
519.7403286100238 1.4639142379475949e-18
519.8412740891065 1.4377654271234234e-18
519.9422195681893 1.454581305108592e-18
520.0431650472722 1.4765309640681268e-18
520.1441105263549 1.4482372926296318e-18
520.2450560054377 1.406096162319544e-18
520.3460014845205 1.4372885246442176e-18
520.4469469636033 1.3988514437528257e-18
520.5478924426861 1.3856934727334236e-18
520.6488379217689 1.4483639477154314e-18
520.7497834008517 1.4484433741887825e-18
520.8507288799344 1.4779406739672375e-18
520.9516743590173 1.4473282094228294e-18
521.0526198381 1.4300347347491122e-18
521.1535653171828 1.4362302364645541e-18
521.2545107962657 1.413545302112949e-18
521.3554562753484 1.405518883746859e-18
521.4564017544312 1.403738244929823e-18
521.557347233514 1.3971604847265277e-18
521.6582927125968 1.4021365848008738e-18
521.7592381916795 1.3840915880556184e-18
521.8601836707624 1.3376241395026275e-18
521.9611291498452 1.3897014692890695e-18
522.0620746289279 1.4122542298693682e-18
522.1630201080108 1.3752664729921431e-18
522.2639655870935 1.3944251984538462e-18
522.3649110661763 1.405365649972263e-18
522.4658565452592 1.453180927850422e-18
522.5668020243419 1.4664827986220172e-18
522.6677475034247 1.4669997740644364e-18
522.7686929825074 1.470661889198018e-18
522.8696384615903 1.443813168173027e-18
522.970583940673 1.4804872875441315e-18
523.0715294197558 1.4733482346079945e-18
523.1724748988386 1.444801498328552e-18
523.2734203779214 1.446774354903981e-18
523.3743658570042 1.4176649131317612e-18
523.475311336087 1.3887673013727303e-18
523.5762568151698 1.3406904241713428e-18
523.6772022942525 1.339823115906813e-18
523.7781477733354 1.3867944287791186e-18
523.8790932524182 1.3556961389456659e-18
523.9800387315009 1.3515795952118832e-18
524.0809842105838 1.3648327955598271e-18
524.1819296896665 1.3456235980137803e-18
524.2828751687493 1.3238354480473713e-18
524.3838206478321 1.3485141159284028e-18
524.4847661269149 1.3350483538558885e-18
524.5857116059977 1.322144914562416e-18
524.6866570850805 1.3483604357783429e-18
524.7876025641633 1.42248945082311e-18
524.888548043246 1.4107387722084576e-18
524.9894935223289 1.3578058499570877e-18
525.0904390014116 1.3911861051177427e-18
525.1913844804944 1.407956310794987e-18
525.2923299595773 1.3777178761299904e-18
525.39327543866 1.3366838714678119e-18
525.4942209177428 1.353080245095771e-18
525.5951663968256 1.372654741854763e-18
525.6961118759084 1.3833748329343499e-18
525.7970573549912 1.34548239983899e-18
525.898002834074 1.3203833832522169e-18
525.9989483131568 1.3249995105886212e-18
526.0998937922395 1.384577390711693e-18
526.2008392713224 1.3610018478697332e-18
526.3017847504051 1.3289192063006131e-18
526.4027302294879 1.385374424330129e-18
526.5036757085708 1.4127889139444052e-18
526.6046211876535 1.4456920837313853e-18
526.7055666667363 1.4117818869570032e-18
526.806512145819 1.4371172622433975e-18
526.9074576249019 1.4328013436205163e-18
527.0084031039846 1.4027647963194942e-18
527.1093485830675 1.4049503027325663e-18
527.2102940621503 1.3676221507760766e-18
527.311239541233 1.3731370957332452e-18
527.4121850203159 1.3685206148014158e-18
527.5131304993986 1.3495135540948304e-18
527.6140759784814 1.3651511018745334e-18
527.7150214575641 1.3535462355190964e-18
527.815966936647 1.3472723537115679e-18
527.9169124157298 1.2991291353194469e-18
528.0178578948126 1.2987132691150885e-18
528.1188033738954 1.2884486655029985e-18
528.2197488529781 1.3275026359482291e-18
528.320694332061 1.3965185250236891e-18
528.4216398111437 1.3948437945875126e-18
528.5225852902265 1.4141384403858447e-18
528.6235307693094 1.3764161458331637e-18
528.7244762483921 1.3371737298594805e-18
528.8254217274749 1.4476158899739182e-18
528.9263672065576 1.3834087131700236e-18
529.0273126856405 1.3444414454132945e-18
529.1282581647233 1.414083650005871e-18
529.229203643806 1.3535663980157337e-18
529.3301491228889 1.3511117914186366e-18
529.4310946019716 1.3750518641963426e-18
529.5320400810544 1.3903569114220905e-18
529.6329855601372 1.3610084172533739e-18
529.73393103922 1.3131455697121854e-18
529.8348765183028 1.3622702642464111e-18
529.9358219973856 1.3834582251863455e-18
530.0367674764684 1.3337338016302525e-18
530.1377129555511 1.3038276031041604e-18
530.238658434634 1.3632089682602668e-18
530.3396039137167 1.3527930476192066e-18
530.4405493927995 1.3725015664035034e-18
530.5414948718824 1.4108866708650867e-18
530.6424403509651 1.434768671468859e-18
530.7433858300479 1.4384536468119979e-18
530.8443313091307 1.3807333102711245e-18
530.9452767882135 1.3814473082522494e-18
531.0462222672963 1.4016873659708526e-18
531.1471677463791 1.4156522045782867e-18
531.2481132254619 1.454376161818982e-18
531.3490587045446 1.4102206820517588e-18
531.4500041836275 1.4005492531674793e-18
531.5509496627102 1.3565839333588845e-18
531.651895141793 1.307825336457371e-18
531.7528406208758 1.3207213224349995e-18
531.8537860999586 1.3647588812377446e-18
531.9547315790414 1.3481839805225277e-18
532.0556770581242 1.341681042766644e-18
532.156622537207 1.3587919866781713e-18
532.2575680162897 1.3484424282326455e-18
532.3585134953726 1.3616864059040269e-18
532.4594589744554 1.350939273868655e-18
532.5604044535381 1.3671967186086378e-18
532.661349932621 1.3604125060626335e-18
532.7622954117037 1.3693399757202242e-18
532.8632408907865 1.3716009022672954e-18
532.9641863698693 1.3174936977843055e-18
533.0651318489521 1.324056780897544e-18
533.1660773280349 1.3287365871942309e-18
533.2670228071177 1.396134419484987e-18
533.3679682862005 1.3912557454536876e-18
533.4689137652832 1.3842284146955508e-18
533.5698592443661 1.3935558330695361e-18
533.6708047234488 1.320116972868636e-18
533.7717502025316 1.369237635491803e-18
533.8726956816145 1.4001461980823879e-18
533.9736411606972 1.4057462836291638e-18
534.07458663978 1.3189507671292358e-18
534.1755321188627 1.3714817867071879e-18
534.2764775979456 1.3752977054759913e-18
534.3774230770284 1.36651028123464e-18
534.4783685561111 1.3529182944230102e-18
534.579314035194 1.3367142833097403e-18
534.6802595142767 1.421003801574725e-18
534.7812049933596 1.3819071436493364e-18
534.8821504724423 1.3941174974490623e-18
534.9830959515251 1.411177116620659e-18
535.084041430608 1.3585557207281127e-18
535.1849869096907 1.3282431902376894e-18
535.2859323887735 1.3929709569147066e-18
535.3868778678562 1.4273472336860766e-18
535.4878233469391 1.3516066087402937e-18
535.5887688260218 1.40443551091432e-18
535.6897143051046 1.4006295836361145e-18
535.7906597841875 1.3582333546870621e-18
535.8916052632702 1.3103290735056111e-18
535.992550742353 1.3192502991395954e-18
536.0934962214358 1.3044245248382938e-18
536.1944417005186 1.3810276900811549e-18
536.2953871796013 1.4078158877071196e-18
536.3963326586842 1.3559927036823773e-18
536.497278137767 1.3968677236823998e-18
536.5982236168497 1.3510778941594616e-18
536.6991690959326 1.3713031199027525e-18
536.8001145750153 1.3846712204298119e-18
536.9010600540981 1.4204723772493027e-18
537.0020055331809 1.4192973788447459e-18
537.1029510122637 1.3475700896801069e-18
537.2038964913465 1.3789594115338614e-18
537.3048419704293 1.3817876093238947e-18
537.4057874495121 1.3539310943133177e-18
537.5067329285948 1.3739437941190178e-18
537.6076784076777 1.3323169222928999e-18
537.7086238867605 1.3797327793954703e-18
537.8095693658432 1.361765660755577e-18
537.9105148449261 1.3763260666257416e-18
538.0114603240088 1.3365748996711374e-18
538.1124058030916 1.3879703965422664e-18
538.2133512821744 1.3680908182126936e-18
538.3142967612572 1.3474673825699873e-18
538.41524224034 1.3181142287853572e-18
538.5161877194228 1.3041361101215323e-18
538.6171331985056 1.363133920548122e-18
538.7180786775883 1.3480574843446314e-18
538.8190241566712 1.3915859515529454e-18
538.9199696357539 1.37449581449754e-18
539.0209151148367 1.3418473803150794e-18
539.1218605939196 1.1958650392091057e-18
539.2228060730023 1.3158960111753251e-18
539.3237515520851 1.2953700540234676e-18
539.4246970311679 1.2934145981912202e-18
539.5256425102507 1.278445385110219e-18
539.6265879893334 1.27513794544951e-18
539.7275334684163 1.3042570040613532e-18
539.8284789474991 1.3004495252260278e-18
539.9294244265818 1.3315273410219575e-18
540.0303699056647 1.3508263182434791e-18
540.1313153847474 1.2814085203572442e-18
540.2322608638302 1.3916681569524455e-18
540.333206342913 1.3213043977681403e-18
540.4341518219958 1.3164027387391987e-18
540.5350973010786 1.37909488630578e-18
540.6360427801613 1.3535538983397526e-18
540.7369882592442 1.3755871558862506e-18
540.8379337383269 1.3452775777327594e-18
540.9388792174097 1.3344862324866205e-18
541.0398246964926 1.3085191959803327e-18
541.1407701755753 1.3296944936813136e-18
541.2417156546582 1.329980224251037e-18
541.3426611337409 1.3499972677232106e-18
541.4436066128237 1.3024641791572263e-18
541.5445520919064 1.276147144846806e-18
541.6454975709893 1.286044430951744e-18
541.7464430500721 1.3680540162948322e-18
541.8473885291548 1.3613762738459726e-18
541.9483340082377 1.3118466688263894e-18
542.0492794873204 1.3399560974232293e-18
542.1502249664032 1.3182236739585985e-18
542.251170445486 1.34020603969427e-18
542.3521159245688 1.372753848973119e-18
542.4530614036516 1.3377222610131946e-18
542.5540068827344 1.3241237794967129e-18
542.6549523618172 1.3431096136702253e-18
542.7558978408999 1.3555531349760923e-18
542.8568433199828 1.3276916840755315e-18
542.9577887990656 1.3876085481047393e-18
543.0587342781483 1.3421116000465767e-18
543.1596797572312 1.3947228698169352e-18
543.2606252363139 1.3865969830240724e-18
543.3615707153967 1.2988295087529216e-18
543.4625161944795 1.302377233807265e-18
543.5634616735623 6.830901252495241e-19
543.664407152645 -1.3337849309903351e-18
543.7653526317279 -8.952003260722492e-18
543.8662981108107 -8.19553687443043e-18
543.9672435898934 1.2985728005619787e-18
544.0681890689763 1.3204294623543521e-18
544.169134548059 1.310646396606288e-18
544.2700800271418 1.2676478645877968e-18
544.3710255062247 9.828731611163171e-19
544.4719709853074 1.6444503935776406e-18
544.5729164643902 1.1647994497877261e-18
544.673861943473 1.3555406498626684e-18
544.7748074225558 1.3059561696344087e-18
544.8757529016385 1.3542405598797554e-18
544.9766983807214 1.3459575452245868e-18
545.0776438598042 1.361176160651472e-18
545.1785893388869 1.352531436993225e-18
545.2795348179698 1.3563730207563023e-18
545.3804802970525 1.349599305120145e-18
545.4814257761353 1.329261828264166e-18
545.582371255218 1.333359064036727e-18
545.6833167343009 1.3074730659952876e-18
545.7842622133837 1.3070914338892351e-18
545.8852076924665 1.3313946104753971e-18
545.9861531715493 1.3408994637014284e-18
546.087098650632 1.3343018988080877e-18
546.1880441297149 1.3161643936806298e-18
546.2889896087977 1.3271563935391725e-18
546.3899350878804 1.3103660189134213e-18
546.4908805669633 1.281313540342786e-18
546.591826046046 1.3290886984997986e-18
546.6927715251288 1.3056829961886845e-18
546.7937170042115 1.2637537939647116e-18
546.8946624832944 1.3266090857997131e-18
546.9956079623772 1.2987121906407688e-18
547.09655344146 1.2844400254183783e-18
547.1974989205428 1.321601761721383e-18
547.2984443996255 1.359074899669879e-18
547.3993898787083 1.3274629516763054e-18
547.5003353577911 1.336042638220066e-18
547.6012808368739 1.3102100350025708e-18
547.7022263159568 1.3229219835130867e-18
547.8031717950395 1.3254068959799578e-18
547.9041172741223 1.3076686767603116e-18
548.005062753205 1.3045602328293355e-18
548.1060082322879 1.0440019288596309e-18
548.2069537113706 1.6773366940725417e-19
548.3078991904534 -3.819005161804051e-18
548.4088446695363 -3.876969637010408e-18
548.509790148619 -1.4566391498159104e-17
548.6107356277018 -2.7480531226906837e-18
548.7116811067846 1.379880332030657e-18
548.8126265858674 1.3424647658174476e-18
548.9135720649501 1.3848184283535639e-18
549.014517544033 1.3414413629036926e-18
549.1154630231158 1.3455678814048259e-18
549.2164085021985 1.3914143864103997e-18
549.3173539812814 1.350503254558843e-18
549.4182994603641 1.3072434663611774e-18
549.5192449394469 1.3336094653317897e-18
549.6201904185298 1.2873298660284726e-18
549.7211358976125 1.2906546262080532e-18
549.8220813766953 1.3088776070792937e-18
549.9230268557781 1.3092405346696993e-18
550.0239723348609 1.294994010541421e-18
550.1249178139436 1.2900111133857658e-18
550.2258632930265 1.2875350422559672e-18
550.3268087721093 1.3101808475256873e-18
550.427754251192 1.3015486746216614e-18
550.5286997302749 1.3110556111943338e-18
550.6296452093576 1.2459692116907052e-18
550.7305906884404 1.2665420031143197e-18
550.8315361675232 1.26902694385223e-18
550.932481646606 1.2942826176506218e-18
551.0334271256888 1.317329834074602e-18
551.1343726047716 1.3067422831338389e-18
551.2353180838544 1.2860391593445447e-18
551.3362635629371 1.2993039573653478e-18
551.43720904202 1.3052198412723763e-18
551.5381545211027 1.3328009141934406e-18
551.6391000001855 1.3192490605828977e-18
551.7400454792684 1.2795832447133217e-18
551.8409909583511 1.2689370418179124e-18
551.9419364374339 1.3169437761134504e-18
552.0428819165166 1.2713346000581499e-18
552.1438273955995 1.2786405052180493e-18
552.2447728746822 1.2968268353717982e-18
552.345718353765 1.2849663875957655e-18
552.4466638328479 1.2388968600291175e-18
552.5476093119306 1.3303469863932696e-18
552.6485547910135 1.3270475188643949e-18
552.7495002700962 1.3062636960916808e-18
552.850445749179 1.3600679990222071e-18
552.9513912282619 1.359518203571369e-18
553.0523367073446 1.3478955840891721e-18
553.1532821864274 1.2999164783216522e-18
553.2542276655101 1.3231111041486403e-18
553.355173144593 1.2808082265107642e-18
553.4561186236757 1.3390868998501301e-18
553.5570641027585 1.352674826650767e-18
553.6580095818414 1.2413083419632187e-18
553.7589550609241 1.3569316974861493e-18
553.859900540007 1.2975366631126484e-18
553.9608460190897 1.3188337986306272e-18
554.0617914981725 1.2982591370217023e-18
554.1627369772552 1.2832227409974343e-18
554.2636824563381 1.2690458577199993e-18
554.3646279354209 1.216228402885641e-18
554.4655734145036 1.2712537126328008e-18
554.5665188935865 1.2567300802016719e-18
554.6674643726692 1.212680764801322e-18
554.768409851752 1.2869184908612008e-18
554.8693553308349 1.2774889559441737e-18
554.9703008099176 1.2839615831313281e-18
555.0712462890004 1.2516382807441855e-18
555.1721917680832 1.2614600921559788e-18
555.273137247166 1.2645186281921902e-18
555.3740827262487 1.3184175209451037e-18
555.4750282053316 1.2759093237989434e-18
555.5759736844144 1.2431450373755816e-18
555.6769191634971 1.2576710039320694e-18
555.77786464258 1.2655981007392935e-18
555.8788101216627 1.2715362674649686e-18
555.9797556007455 1.3231286805148565e-18
556.0807010798283 1.3100666184891379e-18
556.1816465589111 1.3173238966736926e-18
556.2825920379939 1.3091759098855023e-18
556.3835375170767 1.26603101417283e-18
556.4844829961595 1.2691566827677843e-18
556.5854284752422 1.3126581902224058e-18
556.6863739543251 1.2871918038995871e-18
556.7873194334078 1.247461152084111e-18
556.8882649124906 1.2923888286588647e-18
556.9892103915735 1.3278162563185485e-18
557.0901558706562 1.2769730864762691e-18
557.191101349739 1.3389107715685673e-18
557.2920468288218 1.2542516583301941e-18
557.3929923079046 1.3231396373637652e-18
557.4939377869873 1.2777378297148253e-18
557.5948832660702 1.2951012889005094e-18
557.695828745153 1.3220401619257886e-18
557.7967742242357 1.2926474682932877e-18
557.8977197033186 1.3030738340960366e-18
557.9986651824013 1.2581234781075959e-18
558.0996106614841 1.2217562920928692e-18
558.200556140567 1.2166476442561973e-18
558.3015016196497 1.2981283945225502e-18
558.4024470987325 1.2924554155347607e-18
558.5033925778152 1.2638951202540296e-18
558.6043380568981 1.2456191103760758e-18
558.7052835359808 1.2283514613051078e-18
558.8062290150636 1.2675442896541793e-18
558.9071744941465 1.2805838217513322e-18
559.0081199732292 1.2600974429931997e-18
559.109065452312 1.233753465057934e-18
559.2100109313948 1.2908883316102394e-18
559.3109564104776 1.270137983032493e-18
559.4119018895603 1.2395778408848392e-18
559.5128473686432 1.2888129107662527e-18
559.613792847726 1.2850550765390568e-18
559.7147383268087 1.2759321721372307e-18
559.8156838058916 1.2432426401056997e-18
559.9166292849743 1.2072563347903372e-18
560.0175747640571 1.226994362105002e-18
560.1185202431399 1.2346535034827572e-18
560.2194657222227 1.26882178189174e-18
560.3204112013055 1.2532445471080637e-18
560.4213566803883 1.2361497452497247e-18
560.5223021594711 1.2390568541811883e-18
560.6232476385538 1.2607394689437708e-18
560.7241931176367 1.2375006287022127e-18
560.8251385967194 1.2406187403219024e-18
560.9260840758022 1.2454691195346425e-18
561.0270295548851 1.2724439763108521e-18
561.1279750339678 1.2613681101495015e-18
561.2289205130506 1.2212378989491549e-18
561.3298659921334 1.2496380445877442e-18
561.4308114712162 1.3177057819121663e-18
561.531756950299 1.3099116144150168e-18
561.6327024293818 1.2530332938071366e-18
561.7336479084646 1.220091942242424e-18
561.8345933875473 1.2449799555682171e-18
561.9355388666302 1.3051554011840541e-18
562.0364843457129 1.2726979124876587e-18
562.1374298247957 1.2189094843070397e-18
562.2383753038786 1.2488749090447057e-18
562.3393207829613 1.3329059453884195e-18
562.4402662620441 1.2767064102940096e-18
562.5412117411269 1.2035505859733975e-18
562.6421572202097 1.2594543770433066e-18
562.7431026992924 1.261238795090307e-18
562.8440481783753 1.269185533906211e-18
562.9449936574581 1.3043318424911568e-18
563.0459391365408 1.28043033336617e-18
563.1468846156237 1.1999959672799875e-18
563.2478300947064 1.2405654061356814e-18
563.3487755737892 1.2356568517816312e-18
563.449721052872 1.2825574161517313e-18
563.5506665319548 1.2701230487449173e-18
563.6516120110376 1.2496335562602525e-18
563.7525574901204 1.2519477466129647e-18
563.8535029692032 1.2425689035680373e-18
563.9544484482859 1.2613589460528856e-18
564.0553939273688 1.2418604900062433e-18
564.1563394064515 1.2515625756894306e-18
564.2572848855343 1.2627430956887044e-18
564.3582303646172 1.23355313818438e-18
564.4591758436999 1.2410646274697733e-18
564.5601213227827 1.2507500940671664e-18
564.6610668018654 1.2664875453163829e-18
564.7620122809483 1.2587170999057753e-18
564.8629577600311 1.2563177994865313e-18
564.9639032391138 1.2379358227627176e-18
565.0648487181967 1.2425168442410033e-18
