# lambda flux
# nm Wm^-2nm^-1
451.2597933547598 4.256815044882292e-19
451.31023380323063 4.222137005722375e-19
451.3606742517014 4.401761003357606e-19
451.4111147001723 4.269569708264359e-19
451.46155514864313 3.965387770296241e-19
451.5119955971139 3.93996681426946e-19
451.5624360455847 3.7380157578607076e-19
451.61287649405557 4.402046943567133e-19
451.6633169425264 4.2691781154309187e-19
451.7137573909972 4.1937112913868786e-19
451.76419783946807 4.0519385123359416e-19
451.8146382879389 4.0665702256844067e-19
451.8650787364097 4.134799310143551e-19
451.91551918488057 4.1309575928483892e-19
451.9659596333514 4.147438759018332e-19
452.0164000818222 4.189371597873987e-19
452.06684053029306 3.9155965468897384e-19
452.11728097876386 4.246092743458207e-19
452.1677214272347 4.035791624948889e-19
452.2181618757055 4.2913511152265944e-19
452.26860232417636 4.476038240032442e-19
452.3190427726472 4.2910118736396665e-19
452.369483221118 4.0162493573503153e-19
452.41992366958885 4.624377243515457e-19
452.4703641180597 4.524566480164151e-19
452.5208045665305 4.062800854174358e-19
452.57124501500135 3.3540683803440788e-19
452.6216854634722 3.8014570764455155e-19
452.672125911943 4.1780541716921776e-19
452.72256636041385 4.30275693620701e-19
452.77300680888465 3.9501487200747987e-19
452.8234472573555 4.0310158121117367e-19
452.8738877058263 3.794605986541103e-19
452.92432815429714 4.487886447425067e-19
452.974768602768 4.3356162829326486e-19
453.0252090512388 4.567399777205445e-19
453.07564949970964 4.389343477759904e-19
453.1260899481805 4.2350514703108367e-19
453.1765303966513 4.163055471808337e-19
453.22697084512214 4.927700239171792e-19
453.27741129359293 3.8682900577068858e-19
453.3278517420638 3.8776002185285064e-19
453.3782921905346 4.39941552730386e-19
453.42873263900543 4.1602609247597367e-19
453.4791730874763 4.525952562726644e-19
453.5296135359471 4.229821200749429e-19
453.58005398441793 4.3360678946671054e-19
453.6304944328888 4.0221839664945174e-19
453.6809348813596 4.1530060238532417e-19
453.7313753298304 4.2048472949732074e-19
453.7818157783013 4.711410177758015e-19
453.8322562267721 3.9612171499570993e-19
453.8826966752429 4.821127160377937e-19
453.9331371237137 4.263084320638709e-19
453.9835775721846 4.379867003076366e-19
454.03401802065537 4.11991328130699e-19
454.0844584691262 4.219069985078532e-19
454.13489891759707 4.103048214077989e-19
454.18533936606786 4.1146139674088215e-19
454.2357798145387 4.175139391114675e-19
454.28622026300957 4.165930064638223e-19
454.33666071148036 4.042226963924418e-19
454.3871011599512 4.1008481874879077e-19
454.43754160842207 4.097008390704432e-19
454.48798205689286 3.8802030719583036e-19
454.53842250536366 4.1490030875626663e-19
454.5888629538345 4.063589495850914e-19
454.63930340230536 4.402904205794672e-19
454.68974385077615 3.93433671188909e-19
454.740184299247 4.0133502300378175e-19
454.79062474771786 4.020482960733289e-19
454.84106519618865 3.9692382366823304e-19
454.8915056446595 4.1083243690372816e-19
454.94194609313035 4.338341545841525e-19
454.99238654160115 4.471742365883827e-19
455.042826990072 4.368461096267172e-19
455.0932674385428 4.09193232857315e-19
455.14370788701365 3.833981543409972e-19
455.19414833548444 4.3090882047581163e-19
455.2445887839553 3.97839874458932e-19
455.29502923242615 4.3269514131743976e-19
455.34546968089694 4.110956373972304e-19
455.3959101293678 4.167794997366558e-19
455.44635057783864 3.9225924145353385e-19
455.49679102630944 3.7928365519891773e-19
455.5472314747803 3.534300499800115e-19
455.59767192325114 4.2184955388859037e-19
455.64811237172194 4.1493234969113325e-19
455.6985528201928 3.9402958737158227e-19
455.7489932686636 4.0761579942616217e-19
455.79943371713443 3.9645771625375454e-19
455.84987416560523 4.21272963580864e-19
455.9003146140761 3.9604465089409053e-19
455.95075506254693 3.830740235299188e-19
456.0011955110177 3.9248299358249255e-19
456.0516359594886 4.1064847848092945e-19
456.10207640795943 4.2429606358389183e-19
456.1525168564302 4.027401741704058e-19
456.2029573049011 4.290140973684917e-19
456.25339775337187 4.346235226703183e-19
456.3038382018427 4.3342487678250265e-19
456.3542786503135 3.9066943470715137e-19
456.40471909878437 4.0792769539047665e-19
456.4551595472552 3.8108554820861687e-19
456.505599995726 3.8445977313273934e-19
456.55604044419687 4.1034795573233403e-19
456.6064808926677 3.8323222262336167e-19
456.6569213411385 4.105903580324128e-19
456.70736178960937 4.0694288357380316e-19
456.7578022380802 4.113526111105618e-19
456.808242686551 4.008988305637438e-19
456.85868313502186 4.034747194597094e-19
456.90912358349266 4.415907350154439e-19
456.9595640319635 4.252052851757834e-19
457.0100044804343 3.968284602056414e-19
457.06044492890516 4.2215639797361396e-19
457.110885377376 4.471219138368621e-19
457.1613258258468 4.124834864616498e-19
457.21176627431765 3.8517626644508027e-19
457.2622067227885 3.966987763995514e-19
457.3126471712593 4.015726451678256e-19
457.36308761973015 4.080444447259273e-19
457.41352806820095 3.8661478945872214e-19
457.4639685166718 4.151211741679756e-19
457.5144089651426 3.895427892627945e-19
457.56484941361344 3.8853782258160864e-19
457.6152898620843 4.2512194436407396e-19
457.6657303105551 4.3007516362713143e-19
457.71617075902594 4.057773453322812e-19
457.7666112074968 4.063114811857568e-19
457.8170516559676 3.9338119413255616e-19
457.86749210443844 4.016611187928046e-19
457.9179325529093 4.323419500164781e-19
457.9683730013801 2.689932622109414e-19
458.01881344985094 6.572350930898329e-19
458.06925389832173 3.8997270266453977e-19
458.1196943467926 3.8550338173088223e-19
458.1701347952634 3.7888572356199534e-19
458.22057524373423 3.829495456778989e-19
458.2710156922051 4.026044037497435e-19
458.3214561406759 3.9161011899260414e-19
458.37189658914673 3.9256623082277593e-19
458.4223370376176 4.2399046717241194e-19
458.4727774860884 3.998771156463367e-19
458.5232179345592 3.8842928263140955e-19
458.5736583830301 4.459709091000148e-19
458.6240988315009 3.516324699840992e-19
458.67453927997167 4.1523584226760753e-19
458.7249797284425 3.891555457667089e-19
458.77542017691337 3.9156514469313123e-19
458.82586062538417 3.9316913893679146e-19
458.876301073855 3.849140017835257e-19
458.92674152232587 4.022147923255306e-19
458.97718197079666 3.981860520149651e-19
459.0276224192675 3.9829561160173313e-19
459.07806286773837 4.102871359917896e-19
459.12850331620916 3.721310673560266e-19
459.17894376468 3.9674636024406553e-19
459.2293842131508 3.810917187193286e-19
459.27982466162166 4.1597529406386247e-19
459.33026511009245 4.33986424111611e-19
459.3807055585633 3.6711466369403593e-19
459.43114600703416 3.7871779992452547e-19
459.48158645550495 4.038502562287502e-19
459.5320269039758 4.0273383318393163e-19
459.58246735244666 4.077105606704686e-19
459.63290780091745 4.2663574103892254e-19
459.6833482493883 4.44583947026708e-19
459.73378869785915 4.470814581740754e-19
459.78422914632995 4.183993205923282e-19
